id,time_stamp,category,action,json
3380,1428638263,prefs_710,result,"{""uid"":""1428623743190"",""rating"":[{""id"":""17"",""val"":""2""},{""id"":""57"",""val"":""2""}]}"
3381,1428638263,prefs_710,working,"{""uid"":""1428623743190"",""event_queue"":[{""event"":""tab_init"",""config_id"":3,""item"":17,""item_set"":11,""time"":1428623896310},{""event"":""tab_click"",""config_id"":3,""item"":""57"",""item_set"":11,""time"":1428623898000},{""event"":""tab_click"",""config_id"":3,""item"":""17"",""item_set"":11,""time"":1428623899293},{""event"":""next"",""config_id"":3,""item"":""button"",""item_set"":11,""time"":1428623904161}]}"
3382,1428638263,prefs_710,finish,"{""uid"":""1428623743190""}"
3384,1428638397,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
3385,1428638397,prefs_710,initialize,"{""uid"":""1428623992384"",""config"":{""interface"":""H3"",""id"":50,""itemsets"":[[5,9,26],[11,17,36],[57,30,58],[18,20,47]]},""language"":""en"",""device"":""Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0"",""window_height"":849,""window_width"":1647}"
3386,1428638411,prefs_710,accepting,"{""uid"":""1428623992384""}"
3387,1428638476,prefs_710,result,"{""uid"":""1428623992384"",""ranking"":[""9"",""26"",""5""]}"
3388,1428638476,prefs_710,working,"{""uid"":""1428623992384"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":5,""item_set"":0,""time"":1428624005935},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624022191},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428624023719},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624025660},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428624026729},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624027887},{""event"":""tab_click"",""config_id"":50,""item"":""#order_list"",""item_set"":0,""time"":1428624037175},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428624040859},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624041802},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428624042687},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428624050041},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624050966},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428624052358},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428624054162},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624055036},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428624055717},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624057714},{""event"":""tab_click"",""config_id"":50,""item"":""5"",""item_set"":0,""time"":1428624058298},{""event"":""tab_click"",""config_id"":50,""item"":""26"",""item_set"":0,""time"":1428624059234},{""event"":""tab_click"",""config_id"":50,""item"":""9"",""item_set"":0,""time"":1428624061050},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":0,""time"":1428624071240}]}"
3389,1428638493,prefs_710,working,"{""uid"":""1428623992384"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":11,""item_set"":1,""time"":1428624071270},{""event"":""tab_click"",""config_id"":50,""item"":""17"",""item_set"":1,""time"":1428624073210},{""event"":""tab_click"",""config_id"":50,""item"":""36"",""item_set"":1,""time"":1428624074040},{""event"":""tab_click"",""config_id"":50,""item"":""11"",""item_set"":1,""time"":1428624075440},{""event"":""tab_click"",""config_id"":50,""item"":""17"",""item_set"":1,""time"":1428624076827},{""event"":""tab_click"",""config_id"":50,""item"":""36"",""item_set"":1,""time"":1428624078117},{""event"":""tab_click"",""config_id"":50,""item"":""11"",""item_set"":1,""time"":1428624079869},{""event"":""tab_click"",""config_id"":50,""item"":""17"",""item_set"":1,""time"":1428624081887},{""event"":""tab_click"",""config_id"":50,""item"":""#order_list"",""item_set"":1,""time"":1428624084012},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":1,""time"":1428624088072}]}"
3390,1428638493,prefs_710,result,"{""uid"":""1428623992384"",""ranking"":[""36"",""11"",""17""]}"
3391,1428638520,prefs_710,result,"{""uid"":""1428623992384"",""ranking"":[""57"",""30"",""58""]}"
3392,1428638520,prefs_710,working,"{""uid"":""1428623992384"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":57,""item_set"":2,""time"":1428624088098},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428624089813},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428624090817},{""event"":""tab_click"",""config_id"":50,""item"":""57"",""item_set"":2,""time"":1428624092208},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428624093905},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428624095287},{""event"":""tab_click"",""config_id"":50,""item"":""57"",""item_set"":2,""time"":1428624096784},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428624097949},{""event"":""tab_click"",""config_id"":50,""item"":""57"",""item_set"":2,""time"":1428624099402},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428624100812},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428624101659},{""event"":""tab_click"",""config_id"":50,""item"":""57"",""item_set"":2,""time"":1428624103724},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428624104660},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428624105965},{""event"":""tab_click"",""config_id"":50,""item"":""57"",""item_set"":2,""time"":1428624110027},{""event"":""tab_click"",""config_id"":50,""item"":""30"",""item_set"":2,""time"":1428624110808},{""event"":""tab_click"",""config_id"":50,""item"":""58"",""item_set"":2,""time"":1428624111751},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":2,""time"":1428624115206}]}"
3393,1428638539,prefs_710,finish,"{""uid"":""1428623992384""}"
3394,1428638539,prefs_710,working,"{""uid"":""1428623992384"",""event_queue"":[{""event"":""tab_init"",""config_id"":50,""item"":18,""item_set"":3,""time"":1428624115235},{""event"":""tab_click"",""config_id"":50,""item"":""20"",""item_set"":3,""time"":1428624117193},{""event"":""tab_click"",""config_id"":50,""item"":""47"",""item_set"":3,""time"":1428624118185},{""event"":""tab_click"",""config_id"":50,""item"":""18"",""item_set"":3,""time"":1428624119472},{""event"":""tab_click"",""config_id"":50,""item"":""20"",""item_set"":3,""time"":1428624121033},{""event"":""tab_click"",""config_id"":50,""item"":""47"",""item_set"":3,""time"":1428624123340},{""event"":""tab_click"",""config_id"":50,""item"":""20"",""item_set"":3,""time"":1428624125874},{""event"":""tab_click"",""config_id"":50,""item"":""18"",""item_set"":3,""time"":1428624126900},{""event"":""tab_click"",""config_id"":50,""item"":""#order_list"",""item_set"":3,""time"":1428624129455},{""event"":""next"",""config_id"":50,""item"":""button"",""item_set"":3,""time"":1428624133511}]}"
3395,1428638539,prefs_710,result,"{""uid"":""1428623992384"",""ranking"":[""18"",""47"",""20""]}"
3397,1428639059,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
3398,1428639060,prefs_710,initialize,"{""uid"":""1428624661222"",""config"":{""interface"":""H1"",""id"":81,""itemsets"":[[26,5,20],[9,57,11],[30,18,47],[36,17,58]]},""language"":""en-US"",""device"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36"",""window_height"":946,""window_width"":1338}"
3399,1428639119,prefs_710,accepting,"{""uid"":""1428624661222""}"
3400,1428639167,prefs_710,working,"{""uid"":""1428624661222"",""event_queue"":[{""event"":""tab_init"",""config_id"":81,""item"":26,""item_set"":0,""time"":1428624720665},{""event"":""tab_click"",""config_id"":81,""item"":""26"",""item_set"":0,""time"":1428624735236},{""event"":""tab_click"",""config_id"":81,""item"":""#rating_table"",""item_set"":0,""time"":1428624744736},{""event"":""tab_click"",""config_id"":81,""item"":""5"",""item_set"":0,""time"":1428624746807},{""event"":""tab_click"",""config_id"":81,""item"":""20"",""item_set"":0,""time"":1428624748507},{""event"":""tab_click"",""config_id"":81,""item"":""26"",""item_set"":0,""time"":1428624752671},{""event"":""tab_click"",""config_id"":81,""item"":""5"",""item_set"":0,""time"":1428624753864},{""event"":""tab_click"",""config_id"":81,""item"":""20"",""item_set"":0,""time"":1428624755350},{""event"":""tab_click"",""config_id"":81,""item"":""20"",""item_set"":0,""time"":1428624764952},{""event"":""tab_click"",""config_id"":81,""item"":""#rating_table"",""item_set"":0,""time"":1428624766347},{""event"":""next"",""config_id"":81,""item"":""button"",""item_set"":0,""time"":1428624768070}]}"
3401,1428639167,prefs_710,result,"{""uid"":""1428624661222"",""rating"":[{""id"":""26"",""val"":""4""},{""id"":""5"",""val"":""3""},{""id"":""20"",""val"":""1""}]}"
3402,1428639188,prefs_710,working,"{""uid"":""1428624661222"",""event_queue"":[{""event"":""tab_init"",""config_id"":81,""item"":9,""item_set"":1,""time"":1428624768084},{""event"":""tab_click"",""config_id"":81,""item"":""57"",""item_set"":1,""time"":1428624770377},{""event"":""tab_click"",""config_id"":81,""item"":""11"",""item_set"":1,""time"":1428624771401},{""event"":""tab_click"",""config_id"":81,""item"":""#rating_table"",""item_set"":1,""time"":1428624772515},{""event"":""tab_click"",""config_id"":81,""item"":""9"",""item_set"":1,""time"":1428624773618},{""event"":""tab_click"",""config_id"":81,""item"":""57"",""item_set"":1,""time"":1428624774541},{""event"":""tab_click"",""config_id"":81,""item"":""9"",""item_set"":1,""time"":1428624777119},{""event"":""tab_click"",""config_id"":81,""item"":""11"",""item_set"":1,""time"":1428624785989},{""event"":""tab_click"",""config_id"":81,""item"":""#rating_table"",""item_set"":1,""time"":1428624787159},{""event"":""next"",""config_id"":81,""item"":""button"",""item_set"":1,""time"":1428624789332}]}"
3403,1428639188,prefs_710,result,"{""uid"":""1428624661222"",""rating"":[{""id"":""9"",""val"":""5""},{""id"":""57"",""val"":""6""},{""id"":""11"",""val"":""3""}]}"
3404,1428639200,prefs_710,result,"{""uid"":""1428624661222"",""rating"":[{""id"":""30"",""val"":""3""},{""id"":""18"",""val"":""5""},{""id"":""47"",""val"":""7""}]}"
3405,1428639200,prefs_710,working,"{""uid"":""1428624661222"",""event_queue"":[{""event"":""tab_init"",""config_id"":81,""item"":30,""item_set"":2,""time"":1428624789385},{""event"":""tab_click"",""config_id"":81,""item"":""18"",""item_set"":2,""time"":1428624791886},{""event"":""tab_click"",""config_id"":81,""item"":""47"",""item_set"":2,""time"":1428624793204},{""event"":""next"",""config_id"":81,""item"":""button"",""item_set"":2,""time"":1428624801601}]}"
3406,1428639223,prefs_710,working,"{""uid"":""1428624661222"",""event_queue"":[{""event"":""tab_init"",""config_id"":81,""item"":36,""item_set"":3,""time"":1428624801613},{""event"":""tab_click"",""config_id"":81,""item"":""17"",""item_set"":3,""time"":1428624803480},{""event"":""tab_click"",""config_id"":81,""item"":""58"",""item_set"":3,""time"":1428624804989},{""event"":""tab_click"",""config_id"":81,""item"":""17"",""item_set"":3,""time"":1428624806485},{""event"":""tab_click"",""config_id"":81,""item"":""36"",""item_set"":3,""time"":1428624807240},{""event"":""tab_click"",""config_id"":81,""item"":""17"",""item_set"":3,""time"":1428624808354},{""event"":""tab_click"",""config_id"":81,""item"":""58"",""item_set"":3,""time"":1428624809434},{""event"":""tab_click"",""config_id"":81,""item"":""17"",""item_set"":3,""time"":1428624811460},{""event"":""tab_click"",""config_id"":81,""item"":""17"",""item_set"":3,""time"":1428624812271},{""event"":""tab_click"",""config_id"":81,""item"":""36"",""item_set"":3,""time"":1428624812901},{""event"":""tab_click"",""config_id"":81,""item"":""17"",""item_set"":3,""time"":1428624816008},{""event"":""tab_click"",""config_id"":81,""item"":""58"",""item_set"":3,""time"":1428624817572},{""event"":""next"",""config_id"":81,""item"":""button"",""item_set"":3,""time"":1428624824787}]}"
3407,1428639223,prefs_710,result,"{""uid"":""1428624661222"",""rating"":[{""id"":""36"",""val"":""3""},{""id"":""17"",""val"":""3""},{""id"":""58"",""val"":""3""}]}"
3408,1428639223,prefs_710,finish,"{""uid"":""1428624661222""}"
3410,1428639294,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
3411,1428639296,prefs_710,initialize,"{""uid"":""1428624866360"",""config"":{""interface"":""H3"",""id"":44,""itemsets"":[[47,11],[36,30],[20,17],[26,9],[57,5],[18,58],[20,58],[36,17],[18,11],[5,9],[26,57],[30,47]]},""language"":""en-US"",""device"":""Mozilla/5.0 (Windows NT 6.2; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0"",""window_height"":667,""window_width"":1366}"
3412,1428639298,prefs_710,accepting,"{""uid"":""1428624866360""}"
3413,1428639329,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":47,""item_set"":0,""time"":1428624869012},{""event"":""tab_click"",""config_id"":44,""item"":""11"",""item_set"":0,""time"":1428624880119},{""event"":""tab_click"",""config_id"":44,""item"":""11"",""item_set"":0,""time"":1428624894583},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":0,""time"":1428624898906}]}"
3414,1428639329,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""47"",""11""]}"
3415,1428639335,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":36,""item_set"":1,""time"":1428624898925},{""event"":""tab_click"",""config_id"":44,""item"":""30"",""item_set"":1,""time"":1428624903743},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":1,""time"":1428624905086}]}"
3416,1428639335,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""36"",""30""]}"
3417,1428639339,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":20,""item_set"":2,""time"":1428624905096},{""event"":""tab_click"",""config_id"":44,""item"":""20"",""item_set"":2,""time"":1428624908375},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":2,""time"":1428624909318}]}"
3418,1428639339,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""20"",""17""]}"
3419,1428639346,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""26"",""9""]}"
3420,1428639346,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":26,""item_set"":3,""time"":1428624909326},{""event"":""tab_click"",""config_id"":44,""item"":""9"",""item_set"":3,""time"":1428624914790},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":3,""time"":1428624916078}]}"
3421,1428639349,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":57,""item_set"":4,""time"":1428624916086},{""event"":""tab_click"",""config_id"":44,""item"":""5"",""item_set"":4,""time"":1428624918638},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":4,""time"":1428624919846}]}"
3422,1428639349,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""57"",""5""]}"
3423,1428639352,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":18,""item_set"":5,""time"":1428624919861},{""event"":""tab_click"",""config_id"":44,""item"":""58"",""item_set"":5,""time"":1428624921422},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":5,""time"":1428624922190}]}"
3424,1428639353,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""18"",""58""]}"
3425,1428639353,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":20,""item_set"":6,""time"":1428624922199},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":6,""time"":1428624924271}]}"
3426,1428639354,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""20"",""58""]}"
3427,1428639356,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":36,""item_set"":7,""time"":1428624924279},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":7,""time"":1428624926751}]}"
3428,1428639356,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""36"",""17""]}"
3429,1428639359,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":18,""item_set"":8,""time"":1428624926769},{""event"":""tab_click"",""config_id"":44,""item"":""11"",""item_set"":8,""time"":1428624928350},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":8,""time"":1428624929246}]}"
3430,1428639359,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""18"",""11""]}"
3431,1428639362,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":5,""item_set"":9,""time"":1428624929256},{""event"":""tab_click"",""config_id"":44,""item"":""5"",""item_set"":9,""time"":1428624931143},{""event"":""tab_click"",""config_id"":44,""item"":""9"",""item_set"":9,""time"":1428624931894},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":9,""time"":1428624932806}]}"
3432,1428639362,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""5"",""9""]}"
3433,1428639364,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":26,""item_set"":10,""time"":1428624932819},{""event"":""tab_click"",""config_id"":44,""item"":""57"",""item_set"":10,""time"":1428624934246},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":10,""time"":1428624935406}]}"
3434,1428639365,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""26"",""57""]}"
3435,1428639367,prefs_710,working,"{""uid"":""1428624866360"",""event_queue"":[{""event"":""tab_init"",""config_id"":44,""item"":30,""item_set"":11,""time"":1428624935415},{""event"":""tab_click"",""config_id"":44,""item"":""47"",""item_set"":11,""time"":1428624937206},{""event"":""next"",""config_id"":44,""item"":""button"",""item_set"":11,""time"":1428624938102}]}"
3436,1428639367,prefs_710,result,"{""uid"":""1428624866360"",""ranking"":[""30"",""47""]}"
3437,1428639368,prefs_710,finish,"{""uid"":""1428624866360""}"
3439,1428639511,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
3440,1428639512,prefs_710,initialize,"{""uid"":""1428625107381"",""config"":{""interface"":""H3"",""id"":82,""itemsets"":[[20,18,30],[5,11,36],[47,9,58],[17,57,26]]},""language"":""en-US"",""device"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:35.0) Gecko/20100101 Firefox/35.0"",""window_height"":597,""window_width"":1366}"
3441,1428639538,prefs_710,accepting,"{""uid"":""1428625107381""}"
3442,1428639632,prefs_710,result,"{""uid"":""1428625107381"",""ranking"":[""30"",""20"",""18""]}"
3443,1428639632,prefs_710,working,"{""uid"":""1428625107381"",""event_queue"":[{""event"":""tab_init"",""config_id"":82,""item"":20,""item_set"":0,""time"":1428625133336},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625153799},{""event"":""tab_click"",""config_id"":82,""item"":""30"",""item_set"":0,""time"":1428625154758},{""event"":""tab_click"",""config_id"":82,""item"":""20"",""item_set"":0,""time"":1428625157987},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625161769},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625171063},{""event"":""tab_click"",""config_id"":82,""item"":""30"",""item_set"":0,""time"":1428625171625},{""event"":""tab_click"",""config_id"":82,""item"":""20"",""item_set"":0,""time"":1428625177675},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625180451},{""event"":""tab_click"",""config_id"":82,""item"":""30"",""item_set"":0,""time"":1428625182341},{""event"":""tab_click"",""config_id"":82,""item"":""#order_list"",""item_set"":0,""time"":1428625190202},{""event"":""tab_click"",""config_id"":82,""item"":""30"",""item_set"":0,""time"":1428625192348},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625193361},{""event"":""tab_click"",""config_id"":82,""item"":""20"",""item_set"":0,""time"":1428625194294},{""event"":""tab_click"",""config_id"":82,""item"":""30"",""item_set"":0,""time"":1428625196338},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625198230},{""event"":""tab_click"",""config_id"":82,""item"":""30"",""item_set"":0,""time"":1428625208612},{""event"":""tab_click"",""config_id"":82,""item"":""18"",""item_set"":0,""time"":1428625209452},{""event"":""tab_click"",""config_id"":82,""item"":""20"",""item_set"":0,""time"":1428625210408},{""event"":""tab_click"",""config_id"":82,""item"":""20"",""item_set"":0,""time"":1428625213714},{""event"":""next"",""config_id"":82,""item"":""button"",""item_set"":0,""time"":1428625219781}]}"
3444,1428639648,prefs_710,result,"{""uid"":""1428625107381"",""ranking"":[""36"",""11"",""5""]}"
3445,1428639648,prefs_710,working,"{""uid"":""1428625107381"",""event_queue"":[{""event"":""tab_init"",""config_id"":82,""item"":5,""item_set"":1,""time"":1428625219814},{""event"":""tab_click"",""config_id"":82,""item"":""11"",""item_set"":1,""time"":1428625222776},{""event"":""tab_click"",""config_id"":82,""item"":""36"",""item_set"":1,""time"":1428625223730},{""event"":""tab_click"",""config_id"":82,""item"":""11"",""item_set"":1,""time"":1428625228693},{""event"":""tab_click"",""config_id"":82,""item"":""5"",""item_set"":1,""time"":1428625229787},{""event"":""tab_click"",""config_id"":82,""item"":""36"",""item_set"":1,""time"":1428625230999},{""event"":""tab_click"",""config_id"":82,""item"":""11"",""item_set"":1,""time"":1428625233006},{""event"":""tab_click"",""config_id"":82,""item"":""5"",""item_set"":1,""time"":1428625234243},{""event"":""tab_click"",""config_id"":82,""item"":""36"",""item_set"":1,""time"":1428625236868},{""event"":""next"",""config_id"":82,""item"":""button"",""item_set"":1,""time"":1428625243518}]}"
3446,1428639666,prefs_710,working,"{""uid"":""1428625107381"",""event_queue"":[{""event"":""tab_init"",""config_id"":82,""item"":47,""item_set"":2,""time"":1428625243535},{""event"":""tab_click"",""config_id"":82,""item"":""9"",""item_set"":2,""time"":1428625245955},{""event"":""tab_click"",""config_id"":82,""item"":""58"",""item_set"":2,""time"":1428625246840},{""event"":""tab_click"",""config_id"":82,""item"":""47"",""item_set"":2,""time"":1428625248477},{""event"":""tab_click"",""config_id"":82,""item"":""58"",""item_set"":2,""time"":1428625250377},{""event"":""tab_click"",""config_id"":82,""item"":""9"",""item_set"":2,""time"":1428625251528},{""event"":""tab_click"",""config_id"":82,""item"":""9"",""item_set"":2,""time"":1428625258189},{""event"":""tab_click"",""config_id"":82,""item"":""58"",""item_set"":2,""time"":1428625258829},{""event"":""next"",""config_id"":82,""item"":""button"",""item_set"":2,""time"":1428625260926}]}"
3447,1428639666,prefs_710,result,"{""uid"":""1428625107381"",""ranking"":[""9"",""58"",""47""]}"
3448,1428639690,prefs_710,working,"{""uid"":""1428625107381"",""event_queue"":[{""event"":""tab_init"",""config_id"":82,""item"":17,""item_set"":3,""time"":1428625260944},{""event"":""tab_click"",""config_id"":82,""item"":""57"",""item_set"":3,""time"":1428625263760},{""event"":""tab_click"",""config_id"":82,""item"":""26"",""item_set"":3,""time"":1428625264583},{""event"":""tab_click"",""config_id"":82,""item"":""17"",""item_set"":3,""time"":1428625265974},{""event"":""tab_click"",""config_id"":82,""item"":""57"",""item_set"":3,""time"":1428625269233},{""event"":""tab_click"",""config_id"":82,""item"":""26"",""item_set"":3,""time"":1428625272493},{""event"":""tab_click"",""config_id"":82,""item"":""57"",""item_set"":3,""time"":1428625274112},{""event"":""tab_click"",""config_id"":82,""item"":""17"",""item_set"":3,""time"":1428625274566},{""event"":""tab_click"",""config_id"":82,""item"":""57"",""item_set"":3,""time"":1428625278659},{""event"":""tab_click"",""config_id"":82,""item"":""17"",""item_set"":3,""time"":1428625279399},{""event"":""tab_click"",""config_id"":82,""item"":""57"",""item_set"":3,""time"":1428625280454},{""event"":""tab_click"",""config_id"":82,""item"":""26"",""item_set"":3,""time"":1428625281007},{""event"":""next"",""config_id"":82,""item"":""button"",""item_set"":3,""time"":1428625285336}]}"
3449,1428639690,prefs_710,result,"{""uid"":""1428625107381"",""ranking"":[""17"",""57"",""26""]}"
3450,1428639690,prefs_710,finish,"{""uid"":""1428625107381""}"
3452,1428639968,integrated_logging,rendering_message,"{""message_id"":1,""message_title"":""prefs_prod"",""owner"":""/restapi/v1/user/1/""}"
3453,1428639970,prefs_710,initialize,"{""uid"":""1428625540747"",""config"":{""interface"":""H1"",""id"":17,""itemsets"":[[58,47],[5,30],[26,17],[9,36],[11,57],[18,20],[9,30],[36,5],[11,18],[20,57],[58,17],[47,26]]},""language"":""en-US"",""device"":""Mozilla/5.0 (Windows NT 6.2; WOW64; rv:37.0) Gecko/20100101 Firefox/37.0"",""window_height"":667,""window_width"":1366}"
3454,1428639972,prefs_710,accepting,"{""uid"":""1428625540747""}"
3455,1428639975,prefs_710,working,"{""uid"":""1428625540747"",""event_queue"":[{""event"":""tab_init"",""config_id"":17,""item"":58,""item_set"":0,""time"":1428625542433},{""event"":""next"",""config_id"":17,""item"":""button"",""item_set"":0,""time"":1428625545861}]}"
3456,1428639976,prefs_710,result,"{""uid"":""1428625540747"",""rating"":[{""id"":""58"",""val"":""0""},{""id"":""47"",""val"":""0""}]}"
3457,1428639977,prefs_710,working,"{""uid"":""1428625540747"",""event_queue"":[{""event"":""tab_init"",""config_id"":17,""item"":5,""item_set"":1,""time"":1428625545885},{""event"":""tab_click"",""config_id"":17,""item"":""30"",""item_set"":1,""time"":1428625547282},{""event"":""next"",""config_id"":17,""item"":""button"",""item_set"":1,""time"":1428625548146}]}"
3458,1428639978,prefs_710,result,"{""uid"":""1428625540747"",""rating"":[{""id"":""5"",""val"":""0""},{""id"":""30"",""val"":""0""}]}"
3459,1428639981,prefs_710,working,"{""uid"":""1428625540747"",""event_queue"":[{""event"":""tab_init"",""config_id"":17,""item"":26,""item_set"":2,""time"":1428625548158},{""event"":""tab_click"",""config_id"":17,""item"":""17"",""item_set"":2,""time"":1428625550658},{""event"":""next"",""config_id"":17,""item"":""button"",""item_set"":2,""time"":1428625551546}]}"
3460,1428639981,prefs_710,result,"{""uid"":""1428625540747"",""rating"":[{""id"":""26"",""val"":""0""},{""id"":""17"",""val"":""0""}]}"
3461,1428639983,prefs_710,working,"{""uid"":""1428625540747"",""event_queue"":[{""event"":""tab_init"",""config_id"":17,""item"":9,""item_set"":3,""time"":1428625551558},{""event"":""tab_click"",""config_id"":17,""item"":""36"",""item_set"":3,""time"":1428625552738},{""event"":""next"",""config_id"":17,""item"":""button"",""item_set"":3,""time"":1428625553754}]}"
3462,1428639983,prefs_710,result,"{""uid"":""1428625540747"",""rating"":[{""id"":""9"",""val"":""0""},{""id"":""36"",""val"":""0""}]}"
3463,1428639985,prefs_710,working,"{""uid"":""1428625540747"",""event_queue"":[{""event"":""tab_init"",""config_id"":17,""item"":11,""item_set"":4,""time"":1428625553766},{""event"":""tab_click"",""config_id"":17,""item"":""11"",""item_set"":4,""time"":1428625555138},{""event"":""next"",""config_id"":17,""item"":""button"",""item_set"":4,""time"":1428625556058}]}"
